K,1979822,ESCRITURA_TEXTO,76 bytes,2025-11-15T22:32:20.5466956
K,1979822,LECTURA_TEXTO,OK,2025-11-15T22:32:26.9874174
K,1979822,SERIALIZAR_OBJETO,PersonaKSerializable{nombre='K-Estudiante', edad=22},2025-11-15T22:32:36.5329319
K,1979822,DESERIALIZAR_OBJETO,PersonaKSerializable{nombre='K-Estudiante', edad=22},2025-11-15T22:32:43.2031433
K,1979822,BACKUP_CREADO,datos_1979822_20251115_223246.txt,2025-11-15T22:32:46.8341757
